file_path,Storage,Common,E2E,Client,best_module,best_likelihood
src\main\java\teammates\ui\webapi\GetAccountAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GenerateEmailAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetAccountsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetCourseAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetAccountRequestAction.java,5.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GetCourseJoinStatusAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetCoursesAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetCourseSectionNamesAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetDeadlineExtensionAction.java,5.00,5.00,0.00,90.00,Client,90.00
src\main\java\teammates\ui\webapi\GetAuthInfoAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetFeedbackQuestionsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetFeedbackQuestionRecipientsAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetFeedbackSessionAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetFeedbackSessionLogsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetFeedbackResponseCommentAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetActionClassesAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetFeedbackSessionsAction.java,0.00,0.00,0.00,90.00,Client,90.00
src\main\java\teammates\ui\webapi\GetHasResponsesAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetInstructorAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetFeedbackResponsesAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetInstructorPrivilegeAction.java,0.00,0.00,0.00,5.00,None,5.00
src\main\java\teammates\ui\webapi\GetNotificationAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetSessionResponseStatsAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GetReadNotificationsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetOngoingSessionsAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GetFeedbackSessionSubmittedGiverSetAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetNotificationsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetRegkeyValidityAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetSessionResultsAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GetInstructorsAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\GetUsageStatisticsAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GetStudentAction.java,0.00,0.00,0.00,5.00,None,5.00
src\main\java\teammates\ui\webapi\InvalidOperationException.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\webapi\InstructorCourseJoinEmailWorkerAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\InstructorSearchIndexingWorkerAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\InvalidHttpParameterException.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\webapi\GetStudentsAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\package-info.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\GetUserCookieAction.java,0.00,5.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GetTimeZonesAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\JsonResult.java,0.00,20.00,0.00,0.00,None,20.00
src\main\java\teammates\ui\webapi\JoinCourseAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\MarkNotificationAsReadAction.java,5.00,10.00,0.00,85.00,Client,85.00
src\main\java\teammates\ui\webapi\PublishFeedbackSessionAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\PutDataBundleDocumentsAction.java,5.00,0.00,0.00,0.00,None,5.00
src\main\java\teammates\ui\webapi\QueryLogsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\RemindFeedbackSessionResultAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\ResetAccountAction.java,0.00,5.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\RegenerateInstructorKeyAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\RegenerateStudentKeyAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\ResetAccountRequestAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\RemindFeedbackSessionSubmissionAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\RestoreCourseAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\SearchAccountRequestsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\SearchStudentsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\SendEmailWorkerAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\RestoreFeedbackSessionAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\SessionLinksRecoveryAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\PutDataBundleAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\SendJoinReminderEmailAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\SendLoginEmailAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\SearchInstructorsAction.java,0.00,0.00,0.00,10.00,None,10.00
src\main\java\teammates\ui\webapi\StudentCourseJoinEmailWorkerAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\SendErrorReportAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\StudentSearchIndexingWorkerAction.java,5.00,10.00,0.00,85.00,Client,85.00
src\main\java\teammates\ui\webapi\UnauthorizedAccessException.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\webapi\SubmitFeedbackResponsesAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\UpdateFeedbackQuestionAction.java,5.00,10.00,0.00,85.00,Client,85.00
src\main\java\teammates\ui\webapi\UpdateCourseAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\UpdateInstructorAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\UpdateInstructorPrivilegeAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\UpdateNotificationAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\UnpublishFeedbackSessionAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\UpdateFeedbackSessionAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\UpdateStudentAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\UpdateFeedbackResponseCommentAction.java,0.00,0.00,0.00,0.00,None,0.00
