Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign
jabref,logic,src/main/java/org/jabref/gui/preferences/network/NetworkTabViewModel.java,DM,DM,97.94,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/xmp/XmpPrivacyTabViewModel.java,DM,DM,88.37,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/transformers/AbstractQueryTransformer.java,UM,UM,8.28,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/cleanup/UpgradePdfPsToFileCleanup.java,UM,UM,3.28,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/pdf/FileAnnotationCache.java,UM,UM,5.35,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/LibraryOfCongress.java,UM,UM,2.57,UM,0,UM
jabref,logic,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadListChangeListener.java,DM,DM,63.9,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/strings/StringUtil.java,DM,DM,60.34,DM,98,DM
jabref,logic,buildSrc/src/copied/java/org/jabref/logic/journals/JournalAbbreviationLoader.java,UM,UM,4.3,UM,30,UM
jabref,logic,src/main/java/org/jabref/gui/preferences/nameformatter/NameFormatterTab.java,DM,DM,83.86,DM,90,DM
jabref,logic,src/main/java/org/jabref/logic/integrity/PersonNamesChecker.java,UM,UM,3.53,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/integrity/ASCIICharacterChecker.java,UM,UM,2.56,UM,40,UM
jabref,logic,src/main/java/org/jabref/model/entry/identifier/ISBN.java,DM,DM,82.99,DM,95,DM
jabref,logic,src/main/java/org/jabref/cli/JabRefCLI.java,DM,DM,164.67,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/TreeNode.java,DM,DM,84.21,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/bst/util/BstCaseChanger.java,UM,UM,32.3,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/TrimWhitespaceFormatter.java,UM,UM,26.66,UM,30,UM
jabref,logic,src/main/java/org/jabref/logic/remote/client/RemoteClient.java,UM,UM,35.41,DM,80,UM
jabref,logic,src/main/java/org/jabref/gui/shared/PullChangesFromSharedAction.java,DM,DM,64.2,DM,90,DM
jabref,logic,src/main/java/org/jabref/model/database/event/EntriesAddedEvent.java,DM,DM,99.71,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/maintable/PersistenceVisualStateTable.java,DM,DM,105.28,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/AbstractPreferenceTabView.java,DM,DM,97.97,DM,60,DM
jabref,logic,src/main/java/org/jabref/logic/cleanup/MoveFieldCleanup.java,UM,UM,2.56,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/AddBracesFormatter.java,UM,UM,2.56,UM,0,UM
jabref,logic,src/main/java/org/jabref/gui/util/FileFilterConverter.java,DM,DM,57.35,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/FXDialog.java,DM,DM,61.22,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/search/GlobalSearchResultDialogViewModel.java,DM,DM,65.88,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoUserDefinedProperty.java,DM,DM,80.21,UM,20,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CompareCitedKey.java,DM,DM,89.46,DM,90,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/NotFoundFormatter.java,UM,UM,2.58,UM,30,UM
jabref,logic,src/main/java/org/jabref/gui/groups/UndoableModifySubtree.java,DM,DM,71.54,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/linkedfile/AttachFileFromURLAction.java,DM,DM,71.32,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/metadata/MetaData.java,DM,DM,112.33,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/icon/IconTheme.java,DM,DM,54.4,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/util/ExternalLinkCreator.java,UM,UM,2.57,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/AbstractAutomaticFieldEditorTabView.java,DM,DM,65.18,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/shared/event/UpdateRefusedEvent.java,UM,UM,4.37,UM,40,UM
jabref,logic,src/main/java/org/jabref/model/search/rules/GrammarBasedSearchRule.java,DM,DM,69.18,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/exporter/SaveDatabaseAction.java,DM,DM,95.15,DM,100,DM
jabref,logic,src/main/java/org/jabref/preferences/AppearancePreferences.java,DM,DM,96.69,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/collab/stringdelete/BibTexStringDeleteDetailsView.java,DM,DM,64.78,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/importer/ImportAction.java,DM,DM,67.47,DM,90,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/BibsonomyScraper.java,UM,UM,8.76,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/isbntobibtex/OpenLibraryIsbnFetcher.java,UM,UM,14.97,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/Number.java,UM,UM,2.59,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/edit/ReplaceStringViewModel.java,DM,DM,66.66,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/maintable/MainTablePreferences.java,DM,DM,73.76,DM,80,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/backend/NamedRangeManager.java,DM,DM,92.31,DM,70,DM
jabref,logic,src/main/java/org/jabref/gui/util/OpenHyperlinksInExternalBrowser.java,DM,DM,62.06,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/FieldValueCellViewModel.java,DM,DM,74.07,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/EntryTypeView.java,DM,DM,96.23,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/collab/stringrename/BibTexStringRenameDetailsView.java,DM,DM,65.93,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/FormatPagesForXML.java,UM,UM,2.59,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/util/comparator/RankingFieldComparator.java,DM,DM,73.4,DM,90,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/SilverPlatterImporter.java,UM,UM,5.31,UM,5,UM
jabref,logic,src/main/java/org/jabref/gui/libraryproperties/keypattern/KeyPatternPropertiesView.java,DM,DM,62.55,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/search/SearchMatcher.java,DM,DM,94.43,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/backend/NamedRange.java,DM,DM,91.45,DM,70,DM
jabref,logic,src/main/java/org/jabref/preferences/TelemetryPreferences.java,DM,DM,100.25,UM,0,DM
jabref,logic,src/main/java/org/jabref/model/entry/BibEntry.java,DM,DM,57.31,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableStringChange.java,DM,DM,62.76,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/util/strings/StringManipulator.java,UM,UM,3.64,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/EscapeUnderscoresFormatter.java,UM,UM,2.57,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/bst/util/BstNameFormatter.java,UM,UM,5.34,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/util/io/BackupFileUtil.java,UM,UM,9.99,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/IdComparator.java,UM,UM,3.41,UM,5,UM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/HeaderCell.java,DM,DM,65.36,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/undo/UndoChangeEvent.java,UM,UM,2.58,UM,20,UM
jabref,logic,src/main/java/org/jabref/model/groups/LastNameGroup.java,DM,DM,88.77,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/bibtex/BibEntryWriter.java,UM,UM,12.54,UM,20,UM
jabref,logic,buildSrc/src/copied/java/org/jabref/logic/journals/Abbreviation.java,UM,UM,2.48,UM,10,UM
jabref,logic,src/main/java/org/jabref/model/entry/types/StandardEntryType.java,DM,DM,88.76,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/actions/Sources.java,DM,DM,65.46,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/RegexFormatter.java,UM,UM,5.06,UM,30,UM
jabref,logic,src/main/java/org/jabref/gui/preferences/PreferencesSearchHandler.java,DM,DM,88.37,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/AuthorLastFirstCommas.java,UM,UM,2.59,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/importer/ImportCommand.java,DM,DM,105.57,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/keybindings/KeyBindingViewModel.java,DM,DM,87.03,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/SimpleEditorViewModel.java,DM,DM,64.81,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/WrapContent.java,UM,UM,12.79,UM,15,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveLatexCommandsFormatter.java,UM,UM,2.51,UM,10,UM
jabref,logic,src/main/java/org/jabref/model/entry/Author.java,DM,DM,67.19,DM,99,DM
jabref,logic,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadChangeListener.java,DM,DM,63.61,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/entry/identifier/DOI.java,DM,DM,72.24,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/cleanup/ConvertToBibtexCleanup.java,UM,UM,3.62,UM,20,UM
jabref,logic,src/main/java/org/jabref/model/openoffice/rangesort/RangeSortable.java,DM,DM,93.91,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/libraryproperties/LibraryPropertiesView.java,DM,DM,68.1,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/util/OOVoidResult.java,DM,DM,89.46,UM,20,DM
jabref,logic,src/main/java/org/jabref/logic/shared/exception/NotASharedDatabaseException.java,UM,UM,3.59,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/openoffice/backend/NamedRangeManagerReferenceMark.java,UM,UM,2.56,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/GroupDiff.java,UM,UM,2.56,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/journals/AbbreviationWriter.java,UM,UM,3.32,UM,25,UM
jabref,logic,src/main/java/org/jabref/gui/util/StreamGobbler.java,DM,DM,63.8,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/entry/BibEntryTypesManager.java,DM,DM,127.1,DM,95,UM
jabref,logic,src/main/java/org/jabref/logic/importer/OpenDatabase.java,UM,UM,3.14,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/CreateDocBook4Editors.java,UM,UM,2.57,UM,30,UM
jabref,logic,src/main/java/org/jabref/model/entry/event/EntryChangedEvent.java,DM,DM,94.3,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/groups/GroupsTab.java,DM,DM,96.1,DM,90,DM
jabref,logic,src/main/java/org/jabref/logic/database/DuplicateCheck.java,UM,UM,16.38,UM,0,UM
jabref,logic,src/main/java/org/jabref/gui/slr/ManageStudyDefinitionViewModel.java,DM,DM,56.79,DM,90,DM
jabref,logic,src/main/java/org/jabref/logic/undo/UndoRedoEvent.java,UM,UM,2.59,UM,50,UM
jabref,logic,src/main/java/org/jabref/model/entry/types/BiblatexEntryTypeDefinitions.java,DM,UM,49.41,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/integrity/AmpersandChecker.java,UM,UM,4.3,UM,30,UM
jabref,logic,src/main/java/org/jabref/model/metadata/event/MetaDataChangedEvent.java,DM,DM,95.54,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/openoffice/Bootstrap.java,DM,DM,55.07,DM,80,DM
jabref,logic,src/main/java/org/jabref/logic/importer/CompositeIdFetcher.java,UM,UM,22.27,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/ShortMonthFormatter.java,UM,UM,2.58,UM,50,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/RisMonth.java,UM,UM,2.58,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/preferences/ShowPreferencesAction.java,DM,DM,99.39,DM,90,DM
jabref,logic,src/main/java/org/jabref/logic/formatter/casechanger/UpperCaseFormatter.java,UM,UM,26.81,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/preferences/linkedfiles/LinkedFilesTabViewModel.java,DM,DM,97.51,DM,70,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/PreferenceTabViewModel.java,DM,DM,101,DM,80,DM
jabref,logic,src/main/java/org/jabref/model/search/matchers/OrMatcher.java,DM,DM,93.4,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/edit/EditAction.java,DM,DM,87.64,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableRemoveString.java,DM,DM,64.29,DM,100,DM
jabref,logic,src/main/java/org/jabref/cli/Launcher.java,DM,DM,108.33,UM,0,DM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/ThreeWayMergeCell.java,DM,DM,62.76,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/groups/AllEntriesGroup.java,DM,DM,91.64,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/CurrentDate.java,UM,UM,2.66,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/JabRefFrame.java,DM,DM,54.55,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/edit/ManageKeywordsAction.java,DM,DM,63.51,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/medline/Investigator.java,UM,UM,2.59,UM,15,UM
jabref,logic,src/main/java/org/jabref/logic/importer/Importer.java,UM,UM,5.73,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveTilde.java,UM,UM,2.56,UM,5,UM
jabref,logic,src/main/java/org/jabref/gui/specialfields/SpecialFieldValueViewModel.java,DM,DM,59.18,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/search/rules/FullTextSearchRule.java,DM,DM,87.48,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/strings/UnicodeToReadableCharMap.java,DM,DM,63.06,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/importer/NewEntryAction.java,DM,DM,105.23,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/CitationEntry.java,DM,DM,88.77,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/shared/ConnectToSharedDatabaseCommand.java,DM,DM,64.66,DM,85,DM
jabref,logic,src/main/java/org/jabref/gui/autocompleter/FieldValueSuggestionProvider.java,DM,DM,64.3,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/study/Study.java,DM,DM,84.54,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/externalfiles/ExternalFileSorter.java,DM,DM,66.43,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/collab/entrychange/EntryChange.java,DM,DM,61.88,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/copyfiles/CopyFilesResultItemViewModel.java,DM,DM,73.27,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/citationstyle/CitationStyle.java,UM,UM,27.83,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/util/OptionalValueTableCellFactory.java,DM,DM,71.39,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/PdfContentImporter.java,UM,UM,11.08,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/AuthorAbbreviator.java,UM,UM,2.59,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/help/SearchForUpdateAction.java,DM,DM,65.15,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/util/UiThreadList.java,DM,DM,71.78,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/externalfiles/AutoLinkFilesAction.java,DM,DM,101.45,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/BibtexStringComparator.java,UM,UM,2.54,UM,10,UM
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoUndo.java,DM,DM,90.53,DM,60,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/rangesort/RangeOverlapKind.java,DM,DM,94.33,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/auxparser/AuxParserResult.java,UM,UM,2.56,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/preferences/general/GeneralTabViewModel.java,DM,DM,84.92,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/groups/MoveGroupChange.java,DM,DM,64.25,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java,UM,DM,94.75,UM,20,UM
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CitedKeys.java,DM,DM,87.92,DM,90,DM
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoCrossRef.java,DM,DM,86.4,UM,30,DM
jabref,logic,src/main/java/org/jabref/gui/entryeditor/EntryEditorTab.java,DM,DM,64,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/exporter/ModsExporter.java,UM,UM,36.49,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/DiffMethod.java,DM,DM,65.4,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/CitationKeyPatternPanelViewModel.java,DM,DM,69.63,UM,0,DM
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/FieldFormatterCleanupsPanel.java,DM,DM,57.65,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/shared/exception/OfflineLockException.java,UM,UM,5.69,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/entryeditor/RelatedArticlesTab.java,DM,DM,95.8,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/Layout.java,UM,UM,3.88,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/journals/AbbreviationFormat.java,UM,UM,2.58,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/bst/BstFunctions.java,UM,UM,48.71,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/cleanup/EprintCleanup.java,UM,UM,11.94,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/editfieldcontent/EditFieldContentViewModel.java,DM,DM,68.46,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/util/FileUpdateMonitor.java,DM,DM,94.28,DM,65,DM
jabref,logic,src/main/java/org/jabref/logic/shared/security/Password.java,UM,UM,23.22,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java,DM,DM,65.85,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/integrity/UTF8Checker.java,UM,UM,4.91,UM,1,UM
jabref,logic,src/main/java/org/jabref/logic/layout/LayoutFormatterPreferences.java,UM,UM,11.06,DM,70,DM
jabref,logic,src/main/java/org/jabref/model/entry/types/SystematicLiteratureReviewStudyEntryType.java,DM,DM,91.27,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/maintable/columns/LinkedIdentifierColumn.java,DM,DM,104.27,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/DefaultInjector.java,DM,DM,62.59,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/CollectionOfComputerScienceBibliographiesParser.java,UM,UM,2.5,UM,0,UM
jabref,logic,src/main/java/org/jabref/gui/maintable/SmartConstrainedResizePolicy.java,DM,DM,63.41,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/integrity/IntegrityCheckDialogViewModel.java,DM,DM,64.87,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/importer/GenerateEntryFromIdDialog.java,DM,DM,65.09,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/shared/DatabaseConnectionProperties.java,UM,UM,3.59,UM,30,UM
jabref,logic,src/main/java/org/jabref/model/entry/BibtexString.java,DM,DM,82.43,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/exporter/SaveConfiguration.java,UM,UM,24.18,DM,80,UM
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/FieldFormatterCleanupsPanelViewModel.java,DM,DM,61.88,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/groups/ExplicitGroup.java,DM,DM,87.38,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/maintable/columns/SpecialFieldColumn.java,DM,DM,113.37,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/desktop/os/Linux.java,DM,DM,63.47,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/keyboard/CodeAreaKeyBindings.java,DM,DM,56.02,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java,DM,DM,57.05,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/util/io/XMLUtil.java,UM,DM,64.26,UM,25,UM
jabref,logic,src/main/java/org/jabref/gui/util/NoSelectionModel.java,DM,DM,63.13,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/exporter/MetaDataSerializer.java,UM,UM,31.62,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/edit/ManageKeywordsDialog.java,DM,DM,89.35,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/customentrytypes/CustomEntryTypesTab.java,DM,DM,69.37,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/MergeEntriesAction.java,DM,DM,68.71,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/dialogs/AutosaveUiManager.java,DM,DM,64.15,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/PersonsEditorViewModel.java,DM,DM,104.9,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/journals/UndoableAbbreviator.java,DM,DM,70.42,DM,75,DM
jabref,logic,src/main/java/org/jabref/logic/remote/server/RemoteListenerServerThread.java,UM,UM,2.57,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/integrity/IntegrityMessage.java,UM,UM,3.69,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/bst/BstVMVisitor.java,UM,UM,10.89,UM,10,UM
jabref,logic,src/main/java/org/jabref/logic/crawler/StudyRepository.java,UM,UM,35.48,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveBrackets.java,UM,UM,2.58,UM,10,UM
jabref,logic,src/main/java/org/jabref/model/openoffice/rangesort/RangeSortVisual.java,DM,DM,80.93,UM,30,DM
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/MedlinePlainImporter.java,UM,DM,93.56,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/xmp/XmpUtilReader.java,UM,UM,3.34,UM,15,UM
jabref,logic,src/main/java/org/jabref/model/groups/WordKeywordGroup.java,DM,DM,75.2,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/Authors.java,UM,UM,6.85,UM,30,UM
jabref,logic,src/main/java/org/jabref/model/entry/EntryConverter.java,DM,DM,87.11,DM,98,DM
jabref,logic,src/main/java/org/jabref/gui/desktop/os/NativeDesktop.java,DM,DM,66.9,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/externalfiles/ExternalFilesEntryLinker.java,DM,DM,63.41,DM,90,DM
jabref,logic,src/main/java/org/jabref/gui/preview/CopyCitationAction.java,DM,DM,64.03,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowView.java,DM,DM,66.87,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/util/JabRefResourceLocator.java,DM,DM,64.92,DM,100,DM
jabref,logic,src/main/java/org/jabref/model/groups/event/GroupUpdatedEvent.java,DM,DM,95.54,DM,99,DM
jabref,logic,src/main/java/org/jabref/logic/xmp/EncryptedPdfsNotSupportedException.java,UM,UM,2.6,UM,20,UM
jabref,logic,src/main/java/org/jabref/gui/externalfiles/UnlinkedFilesDialogViewModel.java,DM,DM,104.23,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/mergeentries/MergeEntriesDialog.java,DM,DM,62.06,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/edit/ReplaceStringView.java,DM,DM,61.88,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/collab/DatabaseChangesResolverDialog.java,DM,DM,59.86,DM,100,DM
jabref,logic,src/main/java/org/jabref/preferences/FilePreferences.java,DM,DM,91.68,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/autosaveandbackup/AutosaveManager.java,UM,UM,5.75,DM,80,UM
jabref,logic,src/main/java/org/jabref/gui/WaitForSaveFinishedDialog.java,DM,DM,65.53,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizeMonthFormatter.java,UM,UM,2.56,DM,85,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/FileLink.java,UM,UM,8.84,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/push/PushToVim.java,DM,DM,86.52,DM,100,DM
jabref,logic,src/main/java/org/jabref/gui/collab/metedatachange/MetadataChangeDetailsView.java,DM,DM,68.76,DM,90,UM
jabref,logic,src/main/java/org/jabref/gui/util/DroppingMouseLocation.java,DM,DM,65.4,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadObservableList.java,DM,DM,64.01,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/bst/BstVM.java,UM,UM,8.52,UM,5,UM
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/INSPIREFetcher.java,UM,DM,88.37,UM,10,UM
jabref,logic,src/main/java/org/jabref/gui/entryeditor/OptionalFieldsTabBase.java,DM,DM,93.45,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/ToLowerCase.java,UM,UM,2.59,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/database/DatabaseMerger.java,UM,UM,8.57,UM,20,UM
jabref,logic,src/main/java/org/jabref/logic/integrity/BibTeXEntryTypeChecker.java,UM,UM,9.58,DM,80,UM
jabref,logic,src/main/java/org/jabref/logic/remote/RemotePreferences.java,UM,UM,2.56,DM,80,DM
jabref,logic,src/main/java/org/jabref/gui/preferences/file/FileTab.java,DM,DM,92.33,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/Replace.java,UM,UM,11.2,UM,15,UM
jabref,logic,src/main/java/org/jabref/gui/linkedfile/LinkedFilesEditDialogViewModel.java,DM,DM,66.37,DM,95,DM
jabref,logic,src/main/java/org/jabref/model/entry/Keyword.java,DM,DM,82.99,DM,100,DM
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/CleanupUrlFormatter.java,UM,UM,2.52,UM,20,UM
jabref,logic,src/main/java/org/jabref/model/groups/TexGroup.java,DM,DM,78.93,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/layout/format/CompositeFormat.java,UM,UM,3.5,UM,15,UM
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveBracketsAddComma.java,UM,UM,2.58,UM,30,UM
jabref,logic,src/main/java/org/jabref/gui/util/FileNodeViewModel.java,DM,DM,61.7,DM,95,DM
jabref,logic,src/main/java/org/jabref/gui/maintable/CellFactory.java,DM,DM,72.02,DM,95,DM
jabref,logic,src/main/java/org/jabref/logic/journals/JournalAbbreviationPreferences.java,UM,UM,10.1,DM,70,DM
jabref,logic,src/main/java/org/jabref/logic/citationkeypattern/GlobalCitationKeyPattern.java,UM,UM,2.58,DM,90,UM
