Project,Module,File,ground truth,BM25,BM25 Score,LLM-S,LLM-S Score,IP-RAG-A
jabref,model,src/main/java/org/jabref/gui/importer/fetcher/WebSearchPaneViewModel.java,gui,gui,71.21,gui,95,gui
jabref,model,src/main/java/org/jabref/gui/DragAndDropHelper.java,gui,gui,63.32,gui,100,gui
jabref,model,src/main/java/org/jabref/logic/importer/fetcher/TrustLevel.java,logic,logic,55.39,logic,100,logic
jabref,model,src/main/java/org/jabref/model/database/BibDatabaseModeDetection.java,None,None,6.13,logic,90,None
jabref,model,src/main/java/org/jabref/logic/xmp/DublinCoreExtractor.java,logic,None,48.32,logic,95,logic
jabref,model,src/main/java/org/jabref/model/texparser/LatexParserResult.java,None,None,8.44,None,20,logic
jabref,model,src/main/java/org/jabref/gui/util/OptionalObjectProperty.java,gui,gui,65.22,gui,100,gui
jabref,model,src/main/java/org/jabref/gui/maintable/MainTableDataModel.java,gui,gui,59.86,gui,100,gui
jabref,model,src/main/java/org/jabref/logic/layout/LayoutFormatter.java,logic,logic,55.93,logic,95,logic
jabref,model,src/main/java/org/jabref/logic/bibtex/comparator/BibEntryDiff.java,logic,logic,55.42,logic,100,logic
jabref,model,src/main/java/org/jabref/gui/mergeentries/DiffHighlightingEllipsingTextFlow.java,gui,gui,65.99,gui,95,gui
jabref,model,src/main/java/org/jabref/gui/shared/SharedDatabaseUIManager.java,gui,gui,64.14,gui,100,gui
jabref,model,src/main/java/org/jabref/logic/importer/FulltextFetchers.java,logic,logic,51.9,logic,95,logic
jabref,model,src/main/java/org/jabref/gui/fieldeditors/UrlEditor.java,gui,preferences,93.78,gui,95,gui
jabref,model,src/main/java/org/jabref/logic/importer/fileformat/mods/package-info.java,logic,logic,57.01,logic,100,logic
jabref,model,src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java,gui,gui,69.02,gui,100,gui
jabref,model,src/main/java/org/jabref/gui/maintable/ColumnPreferences.java,gui,gui,63.32,gui,90,preferences
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizeEnDashesFormatter.java,None,None,37.56,None,10,None
jabref,logic,buildSrc/src/copied/java/org/jabref/logic/journals/AbbreviationParser.java,None,None,11.03,None,10,None
jabref,logic,src/main/java/org/jabref/gui/util/ViewModelTreeTableRowFactory.java,gui,gui,53.46,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/externalfiletype/ExternalFileTypes.java,gui,gui,59.72,gui,85,gui
jabref,logic,src/main/java/org/jabref/gui/preferences/network/NetworkTabViewModel.java,gui,preferences,97.94,preferences,100,preferences
jabref,logic,src/main/java/org/jabref/gui/preferences/xmp/XmpPrivacyTabViewModel.java,gui,preferences,88.37,preferences,100,preferences
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/transformers/AbstractQueryTransformer.java,None,None,8.28,None,10,None
jabref,logic,src/main/java/org/jabref/logic/cleanup/UpgradePdfPsToFileCleanup.java,None,None,3.28,None,20,None
jabref,logic,src/main/java/org/jabref/logic/pdf/FileAnnotationCache.java,None,None,5.35,None,5,None
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/LibraryOfCongress.java,None,None,2.57,None,0,None
jabref,logic,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadListChangeListener.java,gui,gui,63.9,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/strings/StringUtil.java,model,model,60.34,model,98,model
jabref,logic,buildSrc/src/copied/java/org/jabref/logic/journals/JournalAbbreviationLoader.java,None,None,4.3,None,30,None
jabref,logic,src/main/java/org/jabref/gui/preferences/nameformatter/NameFormatterTab.java,gui,preferences,83.86,preferences,90,preferences
jabref,logic,src/main/java/org/jabref/logic/integrity/PersonNamesChecker.java,None,None,3.53,None,10,None
jabref,logic,src/main/java/org/jabref/logic/integrity/ASCIICharacterChecker.java,None,None,2.56,None,40,None
jabref,logic,src/main/java/org/jabref/model/entry/identifier/ISBN.java,model,model,82.99,model,95,model
jabref,logic,src/main/java/org/jabref/cli/JabRefCLI.java,cli,cli,164.67,cli,100,cli
jabref,logic,src/main/java/org/jabref/model/TreeNode.java,model,model,84.21,model,100,model
jabref,logic,src/main/java/org/jabref/logic/bst/util/BstCaseChanger.java,None,None,32.3,None,5,None
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/TrimWhitespaceFormatter.java,None,None,26.66,None,30,None
jabref,logic,src/main/java/org/jabref/logic/remote/client/RemoteClient.java,None,None,35.41,cli,80,None
jabref,logic,src/main/java/org/jabref/gui/shared/PullChangesFromSharedAction.java,gui,gui,64.2,gui,90,gui
jabref,logic,src/main/java/org/jabref/model/database/event/EntriesAddedEvent.java,model,model,99.71,model,95,model
jabref,logic,src/main/java/org/jabref/gui/maintable/PersistenceVisualStateTable.java,gui,preferences,105.28,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/preferences/AbstractPreferenceTabView.java,gui,preferences,97.97,preferences,60,preferences
jabref,logic,src/main/java/org/jabref/logic/cleanup/MoveFieldCleanup.java,None,None,2.56,None,10,None
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/AddBracesFormatter.java,None,None,2.56,None,0,None
jabref,logic,src/main/java/org/jabref/gui/util/FileFilterConverter.java,gui,gui,57.35,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/FXDialog.java,gui,gui,61.22,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/search/GlobalSearchResultDialogViewModel.java,gui,gui,65.88,gui,95,gui
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoUserDefinedProperty.java,model,model,80.21,None,20,model
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CompareCitedKey.java,model,model,89.46,model,90,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/NotFoundFormatter.java,None,None,2.58,None,30,None
jabref,logic,src/main/java/org/jabref/gui/groups/UndoableModifySubtree.java,gui,gui,71.54,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/linkedfile/AttachFileFromURLAction.java,gui,gui,71.32,gui,95,gui
jabref,logic,src/main/java/org/jabref/model/metadata/MetaData.java,model,model,112.33,model,90,model
jabref,logic,src/main/java/org/jabref/gui/icon/IconTheme.java,gui,gui,54.4,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/util/ExternalLinkCreator.java,None,None,2.57,None,10,None
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/AbstractAutomaticFieldEditorTabView.java,gui,gui,65.18,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/shared/event/UpdateRefusedEvent.java,None,None,4.37,None,40,None
jabref,logic,src/main/java/org/jabref/model/search/rules/GrammarBasedSearchRule.java,model,model,69.18,model,95,model
jabref,logic,src/main/java/org/jabref/gui/exporter/SaveDatabaseAction.java,gui,preferences,95.15,gui,100,gui
jabref,logic,src/main/java/org/jabref/preferences/AppearancePreferences.java,preferences,preferences,96.69,preferences,100,preferences
jabref,logic,src/main/java/org/jabref/gui/collab/stringdelete/BibTexStringDeleteDetailsView.java,gui,gui,64.78,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/importer/ImportAction.java,gui,gui,67.47,gui,90,gui
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/BibsonomyScraper.java,None,None,8.76,None,10,None
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/isbntobibtex/OpenLibraryIsbnFetcher.java,None,None,14.97,None,10,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/Number.java,None,None,2.59,None,10,None
jabref,logic,src/main/java/org/jabref/gui/edit/ReplaceStringViewModel.java,gui,gui,66.66,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/maintable/MainTablePreferences.java,gui,gui,73.76,gui,80,gui
jabref,logic,src/main/java/org/jabref/model/openoffice/backend/NamedRangeManager.java,model,model,92.31,model,70,model
jabref,logic,src/main/java/org/jabref/gui/util/OpenHyperlinksInExternalBrowser.java,gui,gui,62.06,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/FieldValueCellViewModel.java,gui,gui,74.07,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/EntryTypeView.java,gui,preferences,96.23,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/collab/stringrename/BibTexStringRenameDetailsView.java,gui,gui,65.93,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/layout/format/FormatPagesForXML.java,None,None,2.59,None,20,None
jabref,logic,src/main/java/org/jabref/gui/util/comparator/RankingFieldComparator.java,gui,gui,73.4,gui,90,gui
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/SilverPlatterImporter.java,None,None,5.31,None,5,None
jabref,logic,src/main/java/org/jabref/gui/libraryproperties/keypattern/KeyPatternPropertiesView.java,gui,gui,62.55,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/search/SearchMatcher.java,model,model,94.43,model,95,model
jabref,logic,src/main/java/org/jabref/model/openoffice/backend/NamedRange.java,model,model,91.45,model,70,model
jabref,logic,src/main/java/org/jabref/preferences/TelemetryPreferences.java,preferences,preferences,100.25,None,0,preferences
jabref,logic,src/main/java/org/jabref/model/entry/BibEntry.java,model,model,57.31,model,100,model
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableStringChange.java,gui,gui,62.76,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/util/strings/StringManipulator.java,None,None,3.64,None,20,None
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/EscapeUnderscoresFormatter.java,None,None,2.57,None,10,None
jabref,logic,src/main/java/org/jabref/logic/bst/util/BstNameFormatter.java,None,None,5.34,None,10,None
jabref,logic,src/main/java/org/jabref/logic/util/io/BackupFileUtil.java,None,None,9.99,None,10,None
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/IdComparator.java,None,None,3.41,None,5,None
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/HeaderCell.java,gui,gui,65.36,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/undo/UndoChangeEvent.java,None,None,2.58,None,20,None
jabref,logic,src/main/java/org/jabref/model/groups/LastNameGroup.java,model,model,88.77,model,100,model
jabref,logic,src/main/java/org/jabref/logic/bibtex/BibEntryWriter.java,None,None,12.54,None,20,None
jabref,logic,buildSrc/src/copied/java/org/jabref/logic/journals/Abbreviation.java,None,None,2.48,None,10,None
jabref,logic,src/main/java/org/jabref/model/entry/types/StandardEntryType.java,model,model,88.76,model,100,model
jabref,logic,src/main/java/org/jabref/gui/actions/Sources.java,gui,gui,65.46,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/RegexFormatter.java,None,None,5.06,None,30,None
jabref,logic,src/main/java/org/jabref/gui/preferences/PreferencesSearchHandler.java,gui,preferences,88.37,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/layout/format/AuthorLastFirstCommas.java,None,None,2.59,None,20,None
jabref,logic,src/main/java/org/jabref/gui/importer/ImportCommand.java,gui,preferences,105.57,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/preferences/keybindings/KeyBindingViewModel.java,gui,preferences,87.03,gui,90,gui
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/SimpleEditorViewModel.java,gui,gui,64.81,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/layout/format/WrapContent.java,None,None,12.79,None,15,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveLatexCommandsFormatter.java,None,None,2.51,None,10,None
jabref,logic,src/main/java/org/jabref/model/entry/Author.java,model,model,67.19,model,99,model
jabref,logic,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadChangeListener.java,gui,gui,63.61,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/entry/identifier/DOI.java,model,model,72.24,model,95,model
jabref,logic,src/main/java/org/jabref/logic/cleanup/ConvertToBibtexCleanup.java,None,None,3.62,None,20,None
jabref,logic,src/main/java/org/jabref/model/openoffice/rangesort/RangeSortable.java,model,model,93.91,model,90,model
jabref,logic,src/main/java/org/jabref/gui/libraryproperties/LibraryPropertiesView.java,gui,gui,68.1,gui,95,gui
jabref,logic,src/main/java/org/jabref/model/openoffice/util/OOVoidResult.java,model,model,89.46,None,20,model
jabref,logic,src/main/java/org/jabref/logic/shared/exception/NotASharedDatabaseException.java,None,None,3.59,None,10,None
jabref,logic,src/main/java/org/jabref/logic/openoffice/backend/NamedRangeManagerReferenceMark.java,None,None,2.56,None,5,None
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/GroupDiff.java,None,None,2.56,None,20,None
jabref,logic,src/main/java/org/jabref/logic/journals/AbbreviationWriter.java,None,None,3.32,None,25,None
jabref,logic,src/main/java/org/jabref/gui/util/StreamGobbler.java,gui,gui,63.8,gui,95,gui
jabref,logic,src/main/java/org/jabref/model/entry/BibEntryTypesManager.java,model,model,127.1,model,95,None
jabref,logic,src/main/java/org/jabref/logic/importer/OpenDatabase.java,None,None,3.14,None,20,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/CreateDocBook4Editors.java,None,None,2.57,None,30,None
jabref,logic,src/main/java/org/jabref/model/entry/event/EntryChangedEvent.java,model,model,94.3,model,95,model
jabref,logic,src/main/java/org/jabref/gui/preferences/groups/GroupsTab.java,gui,preferences,96.1,preferences,90,preferences
jabref,logic,src/main/java/org/jabref/logic/database/DuplicateCheck.java,None,None,16.38,None,0,None
jabref,logic,src/main/java/org/jabref/gui/slr/ManageStudyDefinitionViewModel.java,gui,gui,56.79,gui,90,gui
jabref,logic,src/main/java/org/jabref/logic/undo/UndoRedoEvent.java,None,None,2.59,None,50,None
jabref,logic,src/main/java/org/jabref/model/entry/types/BiblatexEntryTypeDefinitions.java,model,None,49.41,model,100,model
jabref,logic,src/main/java/org/jabref/logic/integrity/AmpersandChecker.java,None,None,4.3,None,30,None
jabref,logic,src/main/java/org/jabref/model/metadata/event/MetaDataChangedEvent.java,model,model,95.54,model,95,model
jabref,logic,src/main/java/org/jabref/gui/openoffice/Bootstrap.java,gui,gui,55.07,gui,80,gui
jabref,logic,src/main/java/org/jabref/logic/importer/CompositeIdFetcher.java,None,None,22.27,None,5,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/ShortMonthFormatter.java,None,None,2.58,None,50,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/RisMonth.java,None,None,2.58,None,10,None
jabref,logic,src/main/java/org/jabref/gui/preferences/ShowPreferencesAction.java,gui,preferences,99.39,preferences,90,gui
jabref,logic,src/main/java/org/jabref/logic/formatter/casechanger/UpperCaseFormatter.java,None,None,26.81,None,10,None
jabref,logic,src/main/java/org/jabref/gui/preferences/linkedfiles/LinkedFilesTabViewModel.java,gui,preferences,97.51,gui,70,preferences
jabref,logic,src/main/java/org/jabref/gui/preferences/PreferenceTabViewModel.java,gui,preferences,101,gui,80,preferences
jabref,logic,src/main/java/org/jabref/model/search/matchers/OrMatcher.java,model,model,93.4,model,100,model
jabref,logic,src/main/java/org/jabref/gui/edit/EditAction.java,gui,gui,87.64,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableRemoveString.java,gui,gui,64.29,gui,100,gui
jabref,logic,src/main/java/org/jabref/cli/Launcher.java,cli,preferences,108.33,None,0,cli
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/ThreeWayMergeCell.java,gui,gui,62.76,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/groups/AllEntriesGroup.java,model,model,91.64,model,100,model
jabref,logic,src/main/java/org/jabref/logic/layout/format/CurrentDate.java,None,None,2.66,None,10,None
jabref,logic,src/main/java/org/jabref/gui/JabRefFrame.java,gui,gui,54.55,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/edit/ManageKeywordsAction.java,gui,gui,63.51,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/medline/Investigator.java,None,None,2.59,None,15,None
jabref,logic,src/main/java/org/jabref/logic/importer/Importer.java,None,None,5.73,None,10,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveTilde.java,None,None,2.56,None,5,None
jabref,logic,src/main/java/org/jabref/gui/specialfields/SpecialFieldValueViewModel.java,gui,gui,59.18,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/search/rules/FullTextSearchRule.java,model,model,87.48,model,95,model
jabref,logic,src/main/java/org/jabref/model/strings/UnicodeToReadableCharMap.java,model,model,63.06,model,95,model
jabref,logic,src/main/java/org/jabref/gui/importer/NewEntryAction.java,gui,preferences,105.23,gui,95,gui
jabref,logic,src/main/java/org/jabref/model/openoffice/CitationEntry.java,model,model,88.77,model,90,model
jabref,logic,src/main/java/org/jabref/gui/shared/ConnectToSharedDatabaseCommand.java,gui,gui,64.66,gui,85,gui
jabref,logic,src/main/java/org/jabref/gui/autocompleter/FieldValueSuggestionProvider.java,gui,gui,64.3,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/study/Study.java,model,model,84.54,model,95,model
jabref,logic,src/main/java/org/jabref/gui/externalfiles/ExternalFileSorter.java,gui,gui,66.43,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/collab/entrychange/EntryChange.java,gui,gui,61.88,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/copyfiles/CopyFilesResultItemViewModel.java,gui,gui,73.27,gui,95,gui
jabref,logic,src/main/java/org/jabref/logic/citationstyle/CitationStyle.java,None,None,27.83,None,10,None
jabref,logic,src/main/java/org/jabref/gui/util/OptionalValueTableCellFactory.java,gui,gui,71.39,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/PdfContentImporter.java,None,None,11.08,None,5,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/AuthorAbbreviator.java,None,None,2.59,None,20,None
jabref,logic,src/main/java/org/jabref/gui/help/SearchForUpdateAction.java,gui,gui,65.15,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/util/UiThreadList.java,gui,gui,71.78,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/externalfiles/AutoLinkFilesAction.java,gui,preferences,101.45,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/BibtexStringComparator.java,None,None,2.54,None,10,None
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoUndo.java,model,model,90.53,gui,60,model
jabref,logic,src/main/java/org/jabref/model/openoffice/rangesort/RangeOverlapKind.java,model,model,94.33,model,100,model
jabref,logic,src/main/java/org/jabref/logic/auxparser/AuxParserResult.java,None,None,2.56,None,20,None
jabref,logic,src/main/java/org/jabref/gui/preferences/general/GeneralTabViewModel.java,gui,preferences,84.92,preferences,95,preferences
jabref,logic,src/main/java/org/jabref/gui/groups/MoveGroupChange.java,gui,gui,64.25,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java,None,preferences,94.75,None,20,None
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CitedKeys.java,model,model,87.92,model,90,model
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoCrossRef.java,model,model,86.4,None,30,model
jabref,logic,src/main/java/org/jabref/gui/entryeditor/EntryEditorTab.java,gui,gui,64,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/exporter/ModsExporter.java,None,None,36.49,None,10,None
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/DiffMethod.java,gui,gui,65.4,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/CitationKeyPatternPanelViewModel.java,gui,gui,69.63,None,0,gui
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/FieldFormatterCleanupsPanel.java,gui,gui,57.65,gui,95,gui
jabref,logic,src/main/java/org/jabref/logic/shared/exception/OfflineLockException.java,None,None,5.69,None,10,None
jabref,logic,src/main/java/org/jabref/gui/entryeditor/RelatedArticlesTab.java,gui,preferences,95.8,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/layout/Layout.java,None,None,3.88,None,10,None
jabref,logic,src/main/java/org/jabref/logic/journals/AbbreviationFormat.java,None,None,2.58,None,20,None
jabref,logic,src/main/java/org/jabref/logic/bst/BstFunctions.java,None,None,48.71,None,10,None
jabref,logic,src/main/java/org/jabref/logic/cleanup/EprintCleanup.java,None,None,11.94,None,20,None
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/editfieldcontent/EditFieldContentViewModel.java,gui,gui,68.46,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/util/FileUpdateMonitor.java,model,model,94.28,model,65,model
jabref,logic,src/main/java/org/jabref/logic/shared/security/Password.java,None,None,23.22,None,20,None
jabref,logic,src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java,gui,gui,65.85,gui,95,gui
jabref,logic,src/main/java/org/jabref/logic/integrity/UTF8Checker.java,None,None,4.91,None,1,None
jabref,logic,src/main/java/org/jabref/logic/layout/LayoutFormatterPreferences.java,None,None,11.06,preferences,70,preferences
jabref,logic,src/main/java/org/jabref/model/entry/types/SystematicLiteratureReviewStudyEntryType.java,model,model,91.27,model,95,model
jabref,logic,src/main/java/org/jabref/gui/maintable/columns/LinkedIdentifierColumn.java,gui,model,104.27,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/DefaultInjector.java,gui,gui,62.59,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/CollectionOfComputerScienceBibliographiesParser.java,None,None,2.5,None,0,None
jabref,logic,src/main/java/org/jabref/gui/maintable/SmartConstrainedResizePolicy.java,gui,gui,63.41,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/integrity/IntegrityCheckDialogViewModel.java,gui,gui,64.87,gui,90,gui
jabref,logic,src/main/java/org/jabref/gui/importer/GenerateEntryFromIdDialog.java,gui,gui,65.09,gui,95,gui
jabref,logic,src/main/java/org/jabref/logic/shared/DatabaseConnectionProperties.java,None,None,3.59,None,30,None
jabref,logic,src/main/java/org/jabref/model/entry/BibtexString.java,model,model,82.43,model,100,model
jabref,logic,src/main/java/org/jabref/logic/exporter/SaveConfiguration.java,None,None,24.18,preferences,80,None
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/FieldFormatterCleanupsPanelViewModel.java,gui,gui,61.88,gui,95,gui
jabref,logic,src/main/java/org/jabref/model/groups/ExplicitGroup.java,model,model,87.38,model,95,model
jabref,logic,src/main/java/org/jabref/gui/maintable/columns/SpecialFieldColumn.java,gui,model,113.37,gui,90,gui
jabref,logic,src/main/java/org/jabref/gui/desktop/os/Linux.java,gui,preferences,63.47,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/keyboard/CodeAreaKeyBindings.java,gui,gui,56.02,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java,gui,gui,57.05,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/util/io/XMLUtil.java,None,model,64.26,None,25,None
jabref,logic,src/main/java/org/jabref/gui/util/NoSelectionModel.java,gui,gui,63.13,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/exporter/MetaDataSerializer.java,None,None,31.62,None,10,None
jabref,logic,src/main/java/org/jabref/gui/edit/ManageKeywordsDialog.java,gui,preferences,89.35,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/preferences/customentrytypes/CustomEntryTypesTab.java,gui,preferences,69.37,preferences,90,preferences
jabref,logic,src/main/java/org/jabref/gui/mergeentries/MergeEntriesAction.java,gui,gui,68.71,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/dialogs/AutosaveUiManager.java,gui,gui,64.15,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/PersonsEditorViewModel.java,gui,preferences,104.9,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/journals/UndoableAbbreviator.java,gui,gui,70.42,gui,75,gui
jabref,logic,src/main/java/org/jabref/logic/remote/server/RemoteListenerServerThread.java,None,None,2.57,None,20,None
jabref,logic,src/main/java/org/jabref/logic/integrity/IntegrityMessage.java,None,None,3.69,None,10,None
jabref,logic,src/main/java/org/jabref/logic/bst/BstVMVisitor.java,None,None,10.89,None,10,None
jabref,logic,src/main/java/org/jabref/logic/crawler/StudyRepository.java,None,None,35.48,None,20,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveBrackets.java,None,None,2.58,None,10,None
jabref,logic,src/main/java/org/jabref/model/openoffice/rangesort/RangeSortVisual.java,model,model,80.93,None,30,model
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/MedlinePlainImporter.java,None,cli,93.56,None,5,None
jabref,logic,src/main/java/org/jabref/logic/xmp/XmpUtilReader.java,None,None,3.34,None,15,None
jabref,logic,src/main/java/org/jabref/model/groups/WordKeywordGroup.java,model,model,75.2,model,100,model
jabref,logic,src/main/java/org/jabref/logic/layout/format/Authors.java,None,None,6.85,None,30,None
jabref,logic,src/main/java/org/jabref/model/entry/EntryConverter.java,model,model,87.11,model,98,model
jabref,logic,src/main/java/org/jabref/gui/desktop/os/NativeDesktop.java,gui,gui,66.9,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/externalfiles/ExternalFilesEntryLinker.java,gui,gui,63.41,gui,90,gui
jabref,logic,src/main/java/org/jabref/gui/preview/CopyCitationAction.java,gui,gui,64.03,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowView.java,gui,gui,66.87,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/util/JabRefResourceLocator.java,gui,gui,64.92,gui,100,gui
jabref,logic,src/main/java/org/jabref/model/groups/event/GroupUpdatedEvent.java,model,model,95.54,model,99,model
jabref,logic,src/main/java/org/jabref/logic/xmp/EncryptedPdfsNotSupportedException.java,None,None,2.6,None,20,None
jabref,logic,src/main/java/org/jabref/gui/externalfiles/UnlinkedFilesDialogViewModel.java,gui,preferences,104.23,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/mergeentries/MergeEntriesDialog.java,gui,gui,62.06,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/edit/ReplaceStringView.java,gui,gui,61.88,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/collab/DatabaseChangesResolverDialog.java,gui,gui,59.86,gui,100,gui
jabref,logic,src/main/java/org/jabref/preferences/FilePreferences.java,preferences,preferences,91.68,preferences,100,preferences
jabref,logic,src/main/java/org/jabref/logic/autosaveandbackup/AutosaveManager.java,None,None,5.75,model,80,None
jabref,logic,src/main/java/org/jabref/gui/WaitForSaveFinishedDialog.java,gui,gui,65.53,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizeMonthFormatter.java,None,None,2.56,preferences,85,None
jabref,logic,src/main/java/org/jabref/logic/layout/format/FileLink.java,None,None,8.84,None,10,None
jabref,logic,src/main/java/org/jabref/gui/push/PushToVim.java,gui,preferences,86.52,gui,100,gui
jabref,logic,src/main/java/org/jabref/gui/collab/metedatachange/MetadataChangeDetailsView.java,gui,gui,68.76,gui,90,None
jabref,logic,src/main/java/org/jabref/gui/util/DroppingMouseLocation.java,gui,gui,65.4,gui,95,gui
jabref,logic,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadObservableList.java,gui,gui,64.01,gui,100,gui
jabref,logic,src/main/java/org/jabref/logic/bst/BstVM.java,None,None,8.52,None,5,None
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/INSPIREFetcher.java,None,preferences,88.37,None,10,None
jabref,logic,src/main/java/org/jabref/gui/entryeditor/OptionalFieldsTabBase.java,gui,preferences,93.45,gui,95,gui
jabref,logic,src/main/java/org/jabref/logic/layout/format/ToLowerCase.java,None,None,2.59,None,20,None
jabref,logic,src/main/java/org/jabref/logic/database/DatabaseMerger.java,None,None,8.57,None,20,None
jabref,logic,src/main/java/org/jabref/logic/integrity/BibTeXEntryTypeChecker.java,None,None,9.58,model,80,None
