file_path,model,gui,cli,preferences,best_module,best_likelihood
src\main\java\org\jabref\gui\preferences\preview\PreviewTabViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\preferences\protectedterms\NewProtectedTermsFileDialog.java,0.00,95.00,0.00,4.00,gui,95.00
src\main\java\org\jabref\gui\preferences\protectedterms\ProtectedTermsListItemModel.java,2.00,95.00,0.00,3.00,gui,95.00
src\main\java\org\jabref\gui\preferences\protectedterms\ProtectedTermsTab.java,5.00,95.00,0.00,30.00,gui,95.00
src\main\java\org\jabref\gui\preferences\protectedterms\ProtectedTermsTabViewModel.java,1.00,98.00,0.00,1.00,gui,98.00
src\main\java\org\jabref\gui\preferences\table\TableTabViewModel.java,0.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\preferences\table\TableTab.java,0.00,95.00,0.00,4.00,gui,95.00
src\main\java\org\jabref\gui\preferences\xmp\XmpPrivacyTabViewModel.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\preferences\xmp\XmpPrivacyTab.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\preferences\AbstractPreferenceTabView.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\preferences\PreferencesDialogView.java,5.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\preferences\PreferencesDialogViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\preferences\PreferencesFilterDialog.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\preferences\PreferencesSearchHandler.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\preferences\PreferencesTab.java,0.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\preferences\PreferenceTabViewModel.java,0.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\preferences\ShowPreferencesAction.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\preview\PreviewPanel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\preview\CopyCitationAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\preview\PreviewViewer.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToApplication.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\AbstractPushToApplication.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToApplications.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\push\PushToApplicationCommand.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToEmacs.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\push\PushToApplicationSettings.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToEmacsSettings.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToLyx.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\push\PushToLyxSettings.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToTeXstudio.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\push\PushToTexmaker.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToVim.java,3.00,95.00,1.00,1.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToVimSettings.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\push\PushToWinEdt.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\remote\CLIMessageHandler.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\search\rules\describer\ContainsAndRegexBasedSearchRuleDescriber.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\rules\describer\SearchDescriber.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\search\rules\describer\SearchDescribers.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\search\rules\describer\GrammarBasedSearchRuleDescriber.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\GlobalSearchResultDialog.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\GlobalSearchBar.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\GlobalSearchResultDialogViewModel.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\RebuildFulltextSearchIndexAction.java,3.00,95.00,1.00,1.00,gui,95.00
src\main\java\org\jabref\gui\search\SearchDisplayMode.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\SearchFieldRightClickMenu.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\search\SearchResultsTable.java,2.00,95.00,1.00,2.00,gui,95.00
src\main\java\org\jabref\gui\search\SearchResultsTableDataModel.java,3.00,95.00,0.00,2.00,gui,95.00
src\main\java\org\jabref\gui\search\SearchTextField.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\shared\ConnectToSharedDatabaseCommand.java,2.00,95.00,1.00,2.00,gui,95.00
src\main\java\org\jabref\gui\shared\PullChangesFromSharedAction.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\shared\SharedDatabaseLoginDialogView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\shared\SharedDatabaseLoginDialogViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\shared\SharedDatabaseUIManager.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\sidepane\GroupsSidePaneComponent.java,2.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\sidepane\SidePane.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\sidepane\SidePaneComponent.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\sidepane\SidePaneContentFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\sidepane\SidePaneType.java,3.00,95.00,1.00,1.00,gui,95.00
src\main\java\org\jabref\gui\sidepane\SidePaneViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\sidepane\TogglePaneAction.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\slr\EditExistingStudyAction.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\slr\ExistingStudySearchAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\slr\ManageStudyDefinitionViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\slr\ManageStudyDefinitionView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\slr\SlrStudyAndDirectory.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\slr\StartNewStudyAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\slr\StudyDatabaseItem.java,3.00,95.00,1.00,1.00,gui,95.00
src\main\java\org\jabref\gui\specialfields\SpecialFieldAction.java,2.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\specialfields\SpecialFieldMenuItemFactory.java,1.00,98.00,0.00,1.00,gui,98.00
src\main\java\org\jabref\gui\specialfields\SpecialFieldsPreferences.java,0.00,0.00,0.00,65.00,preferences,65.00
src\main\java\org\jabref\gui\specialfields\SpecialFieldValueViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\specialfields\SpecialFieldViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\texparser\CitationsDisplay.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\texparser\ParseLatexAction.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\texparser\ParseLatexDialogView.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\texparser\ParseLatexDialogViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\texparser\ParseLatexResultView.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\texparser\ParseLatexResultViewModel.java,2.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\texparser\ReferenceViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\theme\StyleSheet.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\theme\StyleSheetDataUrl.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\theme\StyleSheetResource.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\theme\StyleSheetFile.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\theme\ThemeManager.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\theme\Theme.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\undo\CountingUndoManager.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\AbstractUndoableJabRefEdit.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\NamedCompound.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoableChangeType.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\undo\UndoableFieldChange.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoableInsertEntries.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoableInsertString.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoableKeyChange.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoablePreambleChange.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoableRemoveEntries.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\undo\UndoableRemoveString.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\undo\UndoableStringChange.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\undo\UndoRedoAction.java,2.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\comparator\NumericFieldComparator.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\comparator\RankingFieldComparator.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\comparator\SpecialFieldComparator.java,3.00,95.00,1.00,1.00,gui,95.00
src\main\java\org\jabref\gui\util\component\DiffHighlightingTextPane.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\component\Tag.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\component\TagBar.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\component\TemporalAccessorPicker.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadChangeListener.java,0.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadBinding.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadHelper.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadInvalidationListener.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadListChangeListener.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadObservableList.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\uithreadaware\UiThreadStringProperty.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\BaseDialog.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\BackgroundTask.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\BindingsHelper.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\ColorUtil.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ControlHelper.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\CurrentThreadTaskExecutor.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\CustomLocalDragboard.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\CustomRatingSkin.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\CustomTitledPaneSkin.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\DefaultFileUpdateMonitor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\DefaultTaskExecutor.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\DialogWindowState.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\util\DroppingMouseLocation.java,0.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\gui\util\DirectoryDialogConfiguration.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\util\FieldsUtil.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\FileDialogConfiguration.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\FileNodeViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\FileFilterConverter.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\IconValidationDecorator.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\JabRefResourceLocator.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\NoSelectionModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\OnlyIntegerFormatter.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\OpenHyperlinksInExternalBrowser.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\OptionalObjectProperty.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\OptionalValueTableCellFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\RadioButtonCell.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\RecursiveTreeItem.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\StreamGobbler.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\TaskExecutor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\util\TextFlowLimited.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\UiThreadList.java,2.00,95.00,1.00,2.00,gui,95.00
src\main\java\org\jabref\gui\util\TooltipTextUtil.java,1.00,98.00,0.00,1.00,gui,98.00
src\main\java\org\jabref\gui\util\ValueTableCellFactory.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ViewModelListCellFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ViewModelTableRowFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ViewModelTextFieldTableCellVisualizationFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ViewModelTreeCellFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ViewModelTreeTableCellFactory.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ZipFileChooser.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\util\ViewModelTreeTableRowFactory.java,1.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\gui\AbstractViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\BasePanelMode.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\DefaultInjector.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\ClipBoardManager.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\Dialog.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\DialogService.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\DragAndDropDataFormats.java,0.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\gui\DragAndDropHelper.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\EntryTypeViewModel.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\EntryTypeView.java,1.00,98.00,0.00,1.00,gui,98.00
src\main\java\org\jabref\gui\FallbackExceptionHandler.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\FXDialog.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\Globals.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\JabRefDialogService.java,0.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\gui\JabRefExecutorService.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\JabRefFrame.java,0.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\gui\JabRefGUI.java,0.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\gui\LibraryTab.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\MainApplication.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\OpenConsoleAction.java,1.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\SendAsEMailAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\UpdateTimestampListener.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\StateManager.java,0.00,98.00,0.00,0.00,gui,98.00
src\main\java\org\jabref\gui\WaitForSaveFinishedDialog.java,0.00,99.00,0.00,0.00,gui,99.00
src\main\java\org\jabref\logic\autosaveandbackup\AutosaveManager.java,75.00,5.00,5.00,15.00,model,75.00
src\main\java\org\jabref\logic\autosaveandbackup\BackupManager.java,20.00,5.00,5.00,10.00,None,20.00
src\main\java\org\jabref\logic\auxparser\AuxParser.java,35.00,5.00,5.00,2.00,None,35.00
src\main\java\org\jabref\logic\auxparser\AuxParserResult.java,85.00,5.00,5.00,5.00,model,85.00
src\main\java\org\jabref\logic\auxparser\DefaultAuxParser.java,60.00,10.00,15.00,15.00,model,60.00
src\main\java\org\jabref\logic\bibtex\comparator\BibEntryDiff.java,90.00,0.00,0.00,0.00,model,90.00
src\main\java\org\jabref\logic\bibtex\comparator\BibDatabaseDiff.java,60.00,5.00,5.00,5.00,model,60.00
src\main\java\org\jabref\logic\bibtex\comparator\BibtexStringComparator.java,75.00,0.00,0.00,0.00,model,75.00
src\main\java\org\jabref\logic\bibtex\comparator\BibStringDiff.java,70.00,15.00,10.00,5.00,model,70.00
src\main\java\org\jabref\logic\bibtex\comparator\CrossRefEntryComparator.java,65.00,0.00,0.00,0.00,model,65.00
src\main\java\org\jabref\logic\bibtex\comparator\EntryComparator.java,70.00,5.00,2.00,3.00,model,70.00
src\main\java\org\jabref\logic\bibtex\comparator\FieldComparatorStack.java,80.00,10.00,5.00,5.00,model,80.00
src\main\java\org\jabref\logic\bibtex\comparator\FieldComparator.java,55.00,10.00,10.00,25.00,model,55.00
src\main\java\org\jabref\logic\bibtex\comparator\GroupDiff.java,65.00,0.00,0.00,0.00,model,65.00
src\main\java\org\jabref\logic\bibtex\comparator\IdComparator.java,60.00,0.00,0.00,0.00,model,60.00
src\main\java\org\jabref\logic\bibtex\comparator\MetaDataDiff.java,65.00,5.00,2.00,18.00,model,65.00
src\main\java\org\jabref\logic\bibtex\comparator\PreambleDiff.java,35.00,0.00,0.00,0.00,None,35.00
src\main\java\org\jabref\logic\bibtex\BibEntryWriter.java,80.00,5.00,10.00,5.00,model,80.00
src\main\java\org\jabref\logic\bibtex\FieldContentFormatter.java,70.00,10.00,10.00,10.00,model,70.00
src\main\java\org\jabref\logic\bibtex\FieldPreferences.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\logic\bibtex\FileFieldWriter.java,65.00,5.00,10.00,5.00,model,65.00
src\main\java\org\jabref\logic\bibtex\FieldWriter.java,30.00,2.00,1.00,5.00,None,30.00
src\main\java\org\jabref\logic\bibtex\InvalidFieldValueException.java,45.00,5.00,3.00,2.00,None,45.00
src\main\java\org\jabref\logic\bst\util\BstCaseChanger.java,10.00,40.00,30.00,5.00,None,40.00
src\main\java\org\jabref\logic\bst\util\BstNameFormatter.java,70.00,10.00,10.00,10.00,model,70.00
src\main\java\org\jabref\logic\bst\util\BstPurifier.java,60.00,5.00,5.00,5.00,model,60.00
src\main\java\org\jabref\logic\bst\util\BstTextPrefixer.java,25.00,5.00,5.00,5.00,None,25.00
src\main\java\org\jabref\logic\bst\util\BstWidthCalculator.java,45.00,0.00,0.00,0.00,None,45.00
src\main\java\org\jabref\logic\bst\BstFunctions.java,15.00,0.00,0.00,0.00,None,15.00
src\main\java\org\jabref\logic\bst\BstEntry.java,25.00,0.00,0.00,0.00,None,25.00
src\main\java\org\jabref\logic\bst\BstPreviewLayout.java,70.00,20.00,5.00,5.00,model,70.00
src\main\java\org\jabref\logic\bst\BstVM.java,25.00,5.00,10.00,2.00,None,25.00
src\main\java\org\jabref\logic\bst\BstVMContext.java,65.00,0.00,0.00,0.00,model,65.00
src\main\java\org\jabref\logic\bst\BstVMException.java,20.00,5.00,5.00,0.00,None,20.00
src\main\java\org\jabref\logic\bst\BstVMVisitor.java,20.00,2.00,1.00,1.00,None,20.00
src\main\java\org\jabref\logic\citationkeypattern\AbstractCitationKeyPattern.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\logic\citationkeypattern\BracketedPattern.java,30.00,5.00,5.00,10.00,None,30.00
src\main\java\org\jabref\logic\citationkeypattern\CitationKeyPatternPreferences.java,3.00,1.00,1.00,95.00,preferences,95.00
src\main\java\org\jabref\logic\citationkeypattern\CitationKeyGenerator.java,25.00,5.00,2.00,68.00,preferences,68.00
src\main\java\org\jabref\logic\citationkeypattern\DatabaseCitationKeyPattern.java,40.00,0.00,0.00,0.00,None,40.00
src\main\java\org\jabref\logic\citationkeypattern\GlobalCitationKeyPattern.java,10.00,5.00,5.00,80.00,preferences,80.00
src\main\java\org\jabref\logic\citationstyle\CitationStyle.java,0.00,0.00,0.00,70.00,preferences,70.00
src\main\java\org\jabref\logic\citationstyle\CitationStyleCache.java,0.00,0.00,0.00,73.00,preferences,73.00
src\main\java\org\jabref\logic\citationstyle\CitationStyleGenerator.java,30.00,5.00,5.00,10.00,None,30.00
src\main\java\org\jabref\logic\citationstyle\CitationStyleOutputFormat.java,20.00,5.00,5.00,70.00,preferences,70.00
src\main\java\org\jabref\logic\citationstyle\CitationStylePreviewLayout.java,10.00,60.00,5.00,25.00,gui,60.00
src\main\java\org\jabref\logic\citationstyle\CSLAdapter.java,35.00,0.00,0.00,0.00,None,35.00
src\main\java\org\jabref\logic\citationstyle\JabRefItemDataProvider.java,10.00,5.00,2.00,3.00,None,10.00
src\main\java\org\jabref\logic\citationstyle\JabRefLocaleProvider.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\logic\cleanup\CleanupJob.java,80.00,5.00,5.00,10.00,model,80.00
src\main\java\org\jabref\logic\cleanup\CleanupWorker.java,60.00,5.00,5.00,30.00,model,60.00
src\main\java\org\jabref\logic\cleanup\ConvertToBiblatexCleanup.java,15.00,0.00,0.00,0.00,None,15.00
src\main\java\org\jabref\logic\cleanup\ConvertToBibtexCleanup.java,60.00,0.00,0.00,0.00,model,60.00
src\main\java\org\jabref\logic\cleanup\DoiCleanup.java,40.00,5.00,2.00,3.00,None,40.00
src\main\java\org\jabref\logic\cleanup\EprintCleanup.java,25.00,5.00,5.00,5.00,None,25.00
src\main\java\org\jabref\logic\cleanup\FieldFormatterCleanup.java,25.00,4.00,4.00,6.00,None,25.00
src\main\java\org\jabref\logic\cleanup\FieldFormatterCleanups.java,10.00,5.00,2.00,83.00,preferences,83.00
src\main\java\org\jabref\logic\cleanup\FileLinksCleanup.java,30.00,5.00,5.00,5.00,None,30.00
src\main\java\org\jabref\logic\cleanup\Formatter.java,70.00,5.00,5.00,20.00,model,70.00
src\main\java\org\jabref\logic\cleanup\MoveFieldCleanup.java,70.00,5.00,5.00,5.00,model,70.00
src\main\java\org\jabref\logic\cleanup\ISSNCleanup.java,25.00,5.00,5.00,5.00,None,25.00
src\main\java\org\jabref\logic\cleanup\MoveFilesCleanup.java,15.00,5.00,5.00,0.00,None,15.00
src\main\java\org\jabref\logic\cleanup\RelativePathsCleanup.java,20.00,0.00,0.00,0.00,None,20.00
src\main\java\org\jabref\logic\cleanup\TimeStampToCreationDate.java,35.00,5.00,5.00,5.00,None,35.00
src\main\java\org\jabref\logic\cleanup\RenamePdfCleanup.java,20.00,0.00,0.00,0.00,None,20.00
src\main\java\org\jabref\logic\cleanup\UpgradePdfPsToFileCleanup.java,70.00,10.00,10.00,10.00,model,70.00
src\main\java\org\jabref\logic\cleanup\TimeStampToModificationDate.java,70.00,10.00,10.00,10.00,model,70.00
src\main\java\org\jabref\logic\crawler\Crawler.java,5.00,2.00,3.00,1.00,None,5.00
src\main\java\org\jabref\logic\crawler\StudyDatabaseToFetcherConverter.java,45.00,5.00,2.00,3.00,None,45.00
src\main\java\org\jabref\logic\crawler\StudyFetcher.java,5.00,1.00,2.00,1.00,None,5.00
src\main\java\org\jabref\logic\crawler\StudyRepository.java,10.00,2.00,2.00,2.00,None,10.00
src\main\java\org\jabref\logic\crawler\StudyYamlParser.java,60.00,10.00,20.00,10.00,model,60.00
src\main\java\org\jabref\logic\database\DatabaseMerger.java,10.00,2.00,2.00,2.00,None,10.00
src\main\java\org\jabref\logic\database\DuplicateCheck.java,60.00,0.00,0.00,0.00,model,60.00
src\main\java\org\jabref\logic\exporter\AtomicFileOutputStream.java,5.00,1.00,2.00,1.00,None,5.00
src\main\java\org\jabref\logic\exporter\AtomicFileWriter.java,5.00,2.00,8.00,1.00,None,8.00
src\main\java\org\jabref\logic\exporter\BibDatabaseWriter.java,30.00,0.00,0.00,0.00,None,30.00
src\main\java\org\jabref\logic\exporter\BibtexDatabaseWriter.java,20.00,5.00,10.00,5.00,None,20.00
src\main\java\org\jabref\logic\exporter\BlankLineBehaviour.java,5.00,3.00,2.00,90.00,preferences,90.00
src\main\java\org\jabref\logic\exporter\BibWriter.java,15.00,5.00,5.00,5.00,None,15.00
src\main\java\org\jabref\logic\exporter\EmbeddedBibFilePdfExporter.java,20.00,5.00,10.00,2.00,None,20.00
src\main\java\org\jabref\logic\exporter\ExporterFactory.java,10.00,5.00,10.00,25.00,None,25.00
